NAME,TITLE,STUDYTYPE,STUDYSOP,STUDYSUBTYPE,PASS,PMS,HARMONIZEDCATEGORY,INDICATION,HARMONIZEDPRIMARYDRUG,DRUGPRIORITY,STATUS,STATUSDETAIL,COUNTRIESOFSTUDY,UNITEDSTATES,INTERNATIONALPRIORITY,ANCHORMARKET,EXECUTIONGROUP,SPONSORINGDIVISION
94962449,EXTEND: Tucatinib extension into subsequent therapies in patients with advanced HER2+ breast cancer ,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,,No Drug,Planned,No additional details,"United States,",Yes,No,No,,POD
53234043,"WI238103 A pneumococcal carriage study in children and the elderly, 2018-2021",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Pneumococcal,Pneumococcal 20-valent Conjugate Vaccine,Priority Asset,Closed,No additional details,"Denmark,",No,No,No,,CMAO
53265325,Metastatic breast cancer hormone possitive her-2 negative registry - greece,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Ongoing,Contract Exeecuted,"Greece,",No,No,No,,POD
70320981,"Development and manufacture of antimicrobial susceptibility test discs containing the Pfizer compounds: Synercid, Linezolid and Avibactam ",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Bacterial,Other / Unknown,,Closed,No additional details,"United Kingdom,",No,No,Yes,,CMAO
A3921373,Effectiveness of Tofacitinib in Rheumatoid Arthritis Related Lung Disease: Data From TReasure Registry,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Rheumatoid arthritis,Tofacitinib,Priority Asset,Completed,No additional details,"Turkey,",No,No,Yes,,PBG
69431795,"Phase 2 Trial of the Combination of the BET inhibitor, ZEN-3694, and the PARP inhibitor Talazoparib, in patients with molecularly-selected solid tumors (ComBET)(10486)",Research Collaboration,RC01,,No,No,Oncology,General/Non-specific/Other,Talazoparib,Launch Priority,Ongoing,No additional details,"United States,",Yes,No,No,Medical Affairs,POD
A3921363,Real World Data Analyses of Thromboembolic Events in Japanese Patients with Inflammatory Bowel Disease,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Inflammatory bowel disease,Tofacitinib,Priority Asset,Completed,No additional details,"Japan,",No,Yes,No,,PBG
73576377,Incidence of invasive fungal disease and characterisation of antifungal prophylaxis policies at 4 UK haemato-oncology centres.,General Research,GNT01,General Research,No,No,Vaccines,Fungal,,No Drug,Rejected,No additional details,"United Kingdom,",No,No,Yes,,CMAO
91676541,Frontine T cell engager vs autologous stem cell transplant and measurable residual disease (MRD)-guided sequential intensification therapy in multiple myeloma ,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Elranatamab,Launch Priority,Rejected,No additional details,"United States,",Yes,No,No,,POD
0887X100493,A TRANSVERSAL EVALUATION OF STREPTOCOCCUS PNEUMONIAE SEROTYPES FOR NASOPHARYNGEAL CARRIAGE IN ITALIAN INFANTS AND YOUNG CHILDREN.,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,Italy,No,No,Yes,,WYETH
55149971,Evaluation of the efficacy of biomarkers as an objective method of pain measurement in chronic pain patients undergoing spinal cord stimulator implantation,General Research,GNT01,General Research,No,No,Internal Medicine,Chronic,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
53232379,WI194733 Efficacy of PI3K pathway and CDK4_6 inhibitors on Head and neck squamous cell carcinoma cell lines in vitro,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Closed,No additional details,"Netherlands,",No,No,No,,POD
53233005,WI213720 Passerelle 2016 _ ROLE OF THE TWO DISTINCT TNF RECEPTORS ON REGULATORY T CELLS IN EXPERIMENTAL ARTHRITIS AND RHEUMATOID ARTHRITIS,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Closed,No additional details,"France,",No,Yes,No,,CMAO
54501939,In vitro Multiparametric Morphology Assessment of Cardiomyocytes for Diagnosis of TTR Amyloidosis  ,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Germany,",No,Yes,No,,CMAO
A7231028,SPECIAL INVESTIGATION FOR HYPERPROLACTINEMIC PITUITARY ADENOMA ON CABASER,NON INTERVENTIONAL,CT24,,,,,Hyperprolactinaemia| Pituitary tumour benign,,No Drug,Completed,No additional details,"Japan,",No,Yes,No,,PGP
STLUK92002,THE COST EFFECTIVENESS OF THE PHARMACOLOGICAL TREATMENT OF DEPRESSION -A 12 MONTH REPTROSPECTIVE EVALUATION IN GENERAL PRACTICE OF 2 PARALLEL COHORTS TREATED WITH SERTALINE OR TRICYLIC ANTIDEPRESSANTS,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Completed,No additional details,,No,No,No,,PGP
0881A101230,"A META-ANALYSIS OF STUDIES IN RHEUMATOID ARTHRITIS WITH THE ANTI-CYTOKINE AGENTS ADALIMUMAB, ANAKINRA, ETANERCEPT AND INFLIXIMAB",NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,,Etanercept,,Completed,No additional details,,No,No,No,,WYETH
X9001180,A real world retrospective database study of patients diagnosed with metastatic and/or advanced renal cell carcinoma and treated with sunitinib and/or axitinib in a specialist United Kingdom oncology centre,NON INTERVENTIONAL,CT24,,No,No,Oncology,Renal cell carcinoma,,No Drug,Completed,No additional details,"United Kingdom,",No,No,Yes,,ONCOLOGY RESEARCH
60314135,WI235218 Novel Drug Delivery Platform for the Topical Treatment of Cervical Cancer,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Gynecological,Other / Unknown,,Closed,No additional details,"Australia,",No,No,Yes,,POD
68465643,Brain Morphology and neuropsychologic profile  in children with Isolated growth hormone deficiency,General Research,GNT01,General Research,No,No,Internal Medicine,Growth Hormone Deficiency,,No Drug,Rejected,No additional details,"Italy,",No,No,Yes,,CMAO
70159239,REAL WORLD CLINICAL PRACTICE STUDY TO ASSESS THE IMPACT OF LIQUID BIOPSY-BASED GENOMIC PROFILING ON TREATMENT DECISION MAKING FOR PATIENTS WITH METASTATIC PROSTATE CANCER IN SPAIN (HOPE PROSTATE-SOLTI-2102),General Research,GNT01,General Research,No,No,Oncology,Genitourinary,,No Drug,Ongoing,Contract Exeecuted,"Spain,",No,No,Yes,,POD
73552599,New perspectives in proteolysis-mediated mechanism of transthyretin related amyloidosis: the role of mechanic forces,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),Tafamidis,Priority Asset,Ongoing,Contract Exeecuted,"Italy,",No,No,Yes,,CMAO
C1231006,"OBSERVATIONAL, REAL WORLD STUDY OF INFLECTRA IN PATIENTS WITH INFLAMMATORY BOWEL DISEASE (IBD) IN THE UNITED STATES AND CANADA",NON INTERVENTIONAL,CT24,,Yes - Voluntary,No,,Inflammatory bowel disease,,No Drug,Completed,No additional details,"United States,Canada, United States",Yes,No,Yes,,GEPB
A3841030,POST MARKETING SURVEILLANCE STUDY (PMS) ON THE CLINICAL UTILITY OF AMLODIPINE BESYLATE/ATORVASTATIN CALCIUM TO IMPROVE CONCOMITANT CARDIOVASCULAR RISK FACTORS OF HYPERTENSION AND DYSLIPIDEMIA AMONG FILIPINOS,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,"Philippines,",No,No,No,,PGP
62165705,Improving  diagnosis of breast cancer at regional facilities in Uganda through training of medical officers to perform percutaneous core needle biopsies,General Research,GNT01,General Research,No,No,Oncology,Breast,,No Drug,Rejected,No additional details,"Uganda,",No,No,No,,POD
77679675,Utility of Voxelotor Conditioning and Inclacumab-Plerixafor for Hematopoietic Progenitor Cell Mobilization in Sickle Cell Disease,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,Sickle Cell Disease,Voxelotor,Priority Asset,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
63272893,CD26+ leukemic stem cells assessment in chronic myeloid leukemia.  Prognostic impact in patients with deep molecular response,General Research,GNT01,General Research,No,No,Oncology,Hematologic,,No Drug,Rejected,No additional details,"Argentina,",No,No,No,,POD
B0661125,Antithrombotic therapy in patients with non-valvular atrial fibrillation and previous stroke: a nationwide population-based study in Korea,NON INTERVENTIONAL,CT24,,No,No,Internal Medicine,Atrial fibrillation,Apixaban,Priority Asset,Completed,No additional details,"Korea, Republic Of,",No,No,Yes,,GPD
56994571,Serotype Distribution and Antibiotic Resistance of Streptococcus pneumoniae isolates among Chinese pediatric inpatients in Shenzhen (SDARS-Shenzhen) from 2008-2019,General Research,GNT01,General Research,No,No,Vaccines,Pneumococcal,,No Drug,Closed,No additional details,"China,",No,Yes,No,,CMAO
B5161010,CLINICAL AND ECONOMIC BURDEN OF DMD IN THE US,NON INTERVENTIONAL,CT24,,No,No,,Duchenne muscular dystrophy,,No Drug,Completed,No additional details,"United States,",Yes,No,No,,GIPM
67562333,Epidemiologic evaluation for ATTR-CM in TAVR patients,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Netherlands,",No,No,No,,CMAO
62303981,DEVELOPING RAPID TOOLS FOR MOLECULAR DIAGNOSTIC AND MONITORING OF LOW-INTERMEDIATE RISK ACUTE MYELOID LEUKEMIA,General Research,GNT01,General Research,No,No,Oncology,Hematologic,,No Drug,Closed,No additional details,"Spain,",No,No,Yes,,POD
52018043,"""Howard University (HU) Axial Spondyloarthritis (AxSpA) Early Diagnosis Clinic (HU-AxSpAEDC): A Quality Improvement Project for Early Recognition of Axial Spondyloarthritis"" ",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,,Psoriatic Arthritis,Not Applicable,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
68786419,Reliability and validity of Oxford Depression Questionnaire (Chinese version)(WI239681),Research Collaboration,RC01,,No,No,Internal Medicine,General/Non-specific/Other,,No Drug,Closed,No additional details,"China,",No,Yes,No,,BU
90757307,"A Phase I, Open-Label, Single-Arm, Study to Determine the Pharmacokinetics of Voxelotor in Patients with non-HbSS Sickle Cell Disease Genotypes",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,Sickle Cell Disease,Voxelotor,Priority Asset,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
53233585,WI229216 2017 ASPIRE Regional Inflammation_Investigating JAK-STAT intracellular signalling in peripheral blood cell subsets using multiparameter flow cytometry and synovial tissue JAK-STAT to tailor JAK inhibitor therapy,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Closed,No additional details,"United Kingdom,",No,No,Yes,,CMAO
70096425,Joint fluid and plasma biomarkers of clinical severity stratified according to baseline Kellgren-Lawrence stage. A discovery study by high-throughput proteomics.,General Research,GNT01,General Research,No,No,Internal Medicine,Osteoarthritis,,No Drug,Rejected,No additional details,"Spain,",No,No,Yes,,CMAO
54232621,Early diagnosis of acromegaly through using discriminant analysis of three-dimensional facial classification,General Research,GNT01,General Research,No,No,Rare Disease,Acromegaly,,No Drug,Closed,No additional details,"Spain,",No,No,Yes,,CMAO
56072995,D-dimer levels to stratify the risk of recurrent venous thromboembolism following provoked venous thromboembolism,General Research,GNT01,General Research,No,No,Internal Medicine,"Anti-coagulation (AFIB, VTE)",,No Drug,Terminated,"Approved,Terminated","Israel,",No,No,No,,CMAO
71891051,Automated Radiographic Scoring in Rheumatoid Arthritis RRCNN II,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,,No Drug,Canceled,No additional details,"Netherlands,",No,No,No,,CMAO
X9001102,THE BURDEN OF CANCER IN AMERICAN ADULTS.,NON INTERVENTIONAL,CT24,,No,No,,Ill-defined disorder,,No Drug,Completed,No additional details,"United States,",Yes,No,No,,BU MEDICAL
B1851195,,NON INTERVENTIONAL,CT24,,No,No,Vaccines,,Pneumococcal 13-valent conjugate vaccine,Priority Asset,Not Pursued,No additional details,"India,",No,No,Yes,,VACCINE RESEARCH
89821171,Human Milk Immune Responses,Research Collaboration,RC01,,No,No,Vaccines,RSV (Respiratory Syncytial Virus),,No Drug,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,RWE,CMAO
A5481183,Real-World utilization of Palbociclib as 1L  treatment in Canadian HR+/HER2-women breast cancer patients,NON INTERVENTIONAL,CT24,,No,No,Oncology,Breast cancer metastatic,Palbociclib,Priority Asset,Completed,No additional details,,No,No,No,,PBG
58239263,"A Phase II Study of Rechallenge with  Palbociclib in addition to hormonal therapy in hormonal-receptors-positive, HER2-negative pre/postmenopausal patients with metastatic breast cancer who received a CDK4/6 inhibitor in first line",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Rejected,No additional details,"Saudi Arabia,",No,No,Yes,,POD
A5481098,TREATMENT PATTERNS FOR YOUNG WOMEN WITH HR+/HER2-METASTATIC BREAST CANCER IN THE UNITED STATES IN THE ERA OF CDK 4/6 INHIBITORS,NON INTERVENTIONAL,CT24,,No,No,Oncology,Breast cancer metastatic,Palbociclib,Priority Asset,Completed,No additional details,"United States,",Yes,No,No,,ONCOLOGY
B7981097,"Prevalence, comorbidities, and treatment patterns of Japanese patients with vitiligo: A descriptive study using JMDC claims database",NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Vitiligo,Ritlecitinib,Launch Priority,Completed,No additional details,,No,No,No,Medical Affairs,PBG
89483261,Retrospective Surveillance Analysis of Respiratory Syncytial Virus Causing Respiratory Tract Infections Hospitalization Burden Data in Older Adults in Chile During the Period 2016-2023,General Research,GNT01,General Research,No,No,Vaccines,RSV - Older Adults,,No Drug,Rejected,No additional details,"Chile,",No,No,No,,CMAO
A3051164,THE CHANTIX (REGISTERED) RISK EVALUATION AND MITIGATION STRATEGY (REMS) SURVEY TO EVALUATE EFFECTIVENESS OF THE MEDICATION GUIDE IN CONVEYING SAFETY INFORMATION TO PATIENTS DISPENSED CHANTIX FINAL PROTOCOL FOR CHANTIX REMS SURVEY ROUND 3  (7-YEAR ASSESSMENT),NON INTERVENTIONAL,CT24,,,,,Ex-tobacco user,,No Drug,Completed,No additional details,"United States,",Yes,No,No,,GIPM
63077031,EARLY DETECTION OF CARDIAC AMYLOIDOSIS IN PATIENTS WITH ORTHOPEDIC DISEASE,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Argentina,",No,No,No,,CMAO
69057935,RAMAN spectroscopy for invasive aspergillosis,General Research,GNT01,General Research,No,No,Vaccines,Fungal,,No Drug,Rejected,No additional details,"Greece,",No,No,No,,CMAO
77969273,Current status of migraine diagnosis and treatment in China ,General Research,GNT01,General Research,No,No,Internal Medicine,General/Non-specific/Other,,No Drug,Ongoing,Contract Exeecuted,"China,",No,Yes,No,,CMAO
53232843,WI210857 To examine the effect of tofacitinib on T-cell and DC function in Psoriatic Arthritis,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Closed,No additional details,"Ireland,",No,No,No,,CMAO
71226465,Surveillance for invasive pneumococcal disease and otitis media among Kaiser Permanente Southern California Membership from 2021 through 2027 ,Research Collaboration,RC01,,No,No,Vaccines,Pneumococcal,Pneumococcal 20-valent Conjugate Vaccine,Priority Asset,Ongoing,No additional details,"United States,",Yes,No,No,RWE,CMAO
60299165,Degradable microneedle arrays for user-directed latanoprost delivery for the treatment of glaucoma,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Blood Pressure/Hypertension,Other / Unknown,,Canceled,Contract Sent to Org for Review,"United Kingdom,",No,No,Yes,,BU
A5481139,,NON INTERVENTIONAL,CT24,,No,No,Oncology,,Palbociclib,Priority Asset,Not Pursued,No additional details,,No,No,No,,PBG
X9001073,ONE-YEAR PREVALENCE AND INCIDENCE OF VTE IN GERMANY,NON INTERVENTIONAL,CT24,,No,No,,Embolism venous,,No Drug,Completed,No additional details,"Germany,",No,Yes,No,,GIPM
B0661021,ELIQUIS SAFETY SURVEILLANCE IN JAPANESE PATIENTS WITH NONVALVULAR ATRIAL FIBRILLATION,NON INTERVENTIONAL,CT24,,No,Yes,Internal Medicine,Atrial fibrillation,Apixaban,Priority Asset,Completed,No additional details,"Japan,",No,Yes,No,,GPD
